user,author_login,committer_login
xiulipan,14,3233
kv2019i,41,3233
keyonjie,55,3233
plbossart,220,3233
olerem,25,7902
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
w-simon,89,7902
w-simon,89,7902
vladimiroltean,184,7902
charleskeepax,80,3233
charleskeepax,80,3233
vladimiroltean,184,7902
lixucirrus,2,3233
ummakynes,131,412
None,24699,412
josefbacik,119,767
fdmanana,81,767
davem330,1159,7902
jcfaracco,1,7902
arndb,686,7902
None,24699,7902
None,24699,7902
None,24699,10749
LorenzoBianconi,272,7902
djcampello,3,80
Kamalheib,24,1036
Kamalheib,24,1036
Kamalheib,24,1036
jmberg,171,391
miaoqing-pan,10,391
miaoqing-pan,10,391
jmberg,171,391
jmberg,171,391
jmberg,171,391
None,24699,1195
arndb,686,1195
bparrot,42,1879
dgerlach,3,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1879
None,24699,1195
None,24699,1879
zhengbin13,109,1879
ColinIanKing,589,1879
None,24699,10749
bvanassche,301,1036
bvanassche,301,1036
bvanassche,301,1036
None,24699,10749
None,24699,453
None,24699,453
horms,49,453
horms,49,453
krzk,230,453
krzk,230,453
bharatpotnuri,9,1036
vsyrjala,405,411
vsyrjala,405,411
None,24699,10749
None,24699,19
None,24699,10749
dtor,168,92
andy-shev,382,92
Navidem,75,1036
None,24699,1036
None,24699,1036
None,24699,1036
None,24699,1036
RishiGupta12,8,1
ColinIanKing,589,120
osctobe,27,11
dtor,168,355
dtor,168,355
dtor,168,355
None,24699,10749
ashok-raj,1,1
krishna-e,3,1036
aditr,3,1036
jlebon,1,95
cyphar,7,72
cyphar,7,72
cyphar,7,72
cyphar,7,72
None,24699,1036
None,24699,95
None,24699,10749
None,24699,701
None,24699,10749
ardbiesheuvel,189,1079
ardbiesheuvel,189,1079
None,24699,10749
andrealmeid,23,3
andrealmeid,23,3
None,24699,10749
tyroguru,1,1
superna9999,247,63
superna9999,247,63
jeremycline,5,2
bjackman,2,1
xdarklight,123,63
merge,11,2
merge,11,2
None,24699,291
mmizuma,10,291
None,24699,291
kees,132,149
None,24699,453
krzk,230,453
krzk,230,453
ykaneko,36,453
None,24699,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
krzk,230,453
None,24699,453
appusony,1,411
masap,4,2
masap,4,2
None,24699,3233
sathya-nujella,1,3233
tititiou36,85,291
tititiou36,85,291
ColinIanKing,589,3233
None,24699,291
None,24699,3233
elfring,63,3233
elfring,63,3233
elfring,63,3233
elfring,63,3233
miquelraynal,114,3233
gclement,37,3233
None,24699,3233
None,24699,3233
None,24699,3233
None,24699,3233
pragnesh26992,5,3233
horms,49,3233
AxelLin,224,3233
AxelLin,224,3233
kholk,21,3233
None,24699,291
None,24699,291
None,24699,291
None,24699,291
Frank-Shi,2,3233
kholk,21,3233
kholk,21,3233
pragnesh26992,5,3233
AxelLin,224,3233
ujfalusi,101,3233
TE-N-ShengjiuWang,39,3233
evdenis,74,24
TE-N-ShengjiuWang,39,3233
TE-N-ShengjiuWang,39,3233
None,24699,10749
TE-N-ShengjiuWang,39,3233
rmurphy-arm,84,291
rmurphy-arm,84,291
rmurphy-arm,84,291
rmurphy-arm,84,291
rmurphy-arm,84,291
None,24699,10749
rmurphy-arm,84,291
rmurphy-arm,84,291
erstrom,5,4
larsclausen,11,3233
larsclausen,11,3233
dbaluta,55,3233
ColinIanKing,589,3233
ColinIanKing,589,3233
ColinIanKing,589,3233
psyborg55,12,12
ColinIanKing,589,3233
psyborg55,12,12
Frank-Shi,2,3233
psyborg55,12,12
psyborg55,12,12
morimoto,543,3233
morimoto,543,3233
feixiang1999,2,291
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
morimoto,543,3233
None,24699,10749
morimoto,543,3233
morimoto,543,3233
None,24699,3233
None,24699,3233
None,24699,3233
None,24699,3233
morimoto,543,3233
elfring,63,3233
mripard,287,3233
sammc,1,3233
TE-N-ShengjiuWang,39,3233
TE-N-ShengjiuWang,39,3233
None,24699,19
vitor-soares-snps,11,8
ulfalizer,2,76
ickle,928,1279
None,24699,10749
None,24699,10749
None,24699,10749
alexkapshuk,2,1
brgl,206,216
None,24699,216
medude,33,216
brgl,206,216
None,24699,10749
None,24699,10749
Anson-Huang,263,216
computersforpeace,27,18
None,24699,10749
evdenis,74,24
Navidem,75,21
austindhkim,11,5
zeddii,1,1
LorenzoBianconi,272,16
Navidem,75,21
None,24699,10749
evdenis,74,24
None,24699,10749
None,24699,10749
tititiou36,85,6
None,24699,10749
None,24699,10749
bijudas,134,50
None,24699,10749
None,24699,10749
bijudas,134,50
bijudas,134,50
bijudas,134,50
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
bijudas,134,50
bijudas,134,50
bijudas,134,50
bijudas,134,50
None,24699,10749
None,24699,10749
None,24699,10749
bijudas,134,50
bijudas,134,50
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
bijudas,134,50
bijudas,134,50
None,24699,10749
None,24699,10749
takeshikihara,31,21
bijudas,134,50
bijudas,134,50
bijudas,134,50
bijudas,134,50
None,24699,10749
bijudas,134,50
None,24699,10749
None,24699,10749
None,24699,10749
bijudas,134,50
elfring,63,13
bijudas,134,50
bijudas,134,50
julianwiedmann,155,24
None,24699,10749
None,24699,10749
None,24699,10749
lxin,144,1
rosslagerwall,11,59
evdenis,74,4802
connorkuehl,3,4802
tiwai,356,4802
notro,78,4802
notro,78,4802
notro,78,4802
geertu,38,4802
standby24x7,20,4802
valdisk,63,4802
None,24699,4802
None,24699,1435
None,24699,1435
oneukum,40,1435
austindhkim,11,1435
None,24699,1435
ColinIanKing,589,1435
ColinIanKing,589,1435
mpg-rh,3,1435
None,24699,1435
None,24699,1435
None,24699,1435
ColinIanKing,589,1435
ardrabczyk,3,1435
Navidem,75,1435
elfring,63,1435
ColinIanKing,589,1435
ColinIanKing,589,1435
ColinIanKing,589,1435
ColinIanKing,589,1435
ColinIanKing,589,1435
None,24699,1435
ColinIanKing,589,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
vladimiroltean,184,7902
Navidem,75,7902
masahir0y,495,401
alex,1,401
masahir0y,495,401
vladimiroltean,184,7902
masahir0y,495,401
davem330,1159,7902
iamkafai,36,7902
bjh83,20,17
bjh83,20,17
None,24699,10749
bjh83,20,17
bjh83,20,17
bjh83,20,17
fg123,1,1
None,24699,10749
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
bjh83,20,17
lsgunth,56,434
rayagonda,13,89
olerem,25,400
yonghong-song,45,23
chenhuacai,11,400
linusw,372,856
jekhor,6,4
linusw,372,856
linusw,372,856
linusw,372,856
linusw,372,856
linusw,372,856
linusw,372,856
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,72
None,24699,72
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
sdmaclea,3,3
sdmaclea,3,3
sdmaclea,3,3
None,24699,10749
None,24699,10749
captain5050,23,23
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
jernejsk,59,393
jernejsk,59,393
anarsoul,5,393
jernejsk,59,393
dianders,101,258
None,24699,4802
None,24699,4802
AdhamAbozaeid,20,4802
ajaykathat,58,4802
ajaykathat,58,4802
ajaykathat,58,4802
connorkuehl,3,4802
None,24699,4802
ColinIanKing,589,4802
ColinIanKing,589,4802
wahahab,4,4802
None,24699,4802
Navidem,75,4802
Navidem,75,4802
asurti9,7,4802
rsarky,6,4802
wahahab,4,4802
Sylfrena,6,4802
Sylfrena,6,4802
Sylfrena,6,4802
rsarky,6,4802
aurabindo,2,4802
connorkuehl,3,4802
None,24699,4802
idotamir,1,4802
None,24699,4802
saiyamd,6,4802
ColinIanKing,589,4802
ColinIanKing,589,4802
asurti9,7,4802
ozbenh,26,434
noglitch,21,452
None,24699,432
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
None,24699,7902
None,24699,7902
zandar,15,7902
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
torvalds,2374,3772
torvalds,2374,3772
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
torvalds,2374,3772
vsyrjala,405,411
vsyrjala,405,411
torvalds,2374,3772
bonzini,135,701
ickle,928,1279
ickle,928,1279
ujfalusi,101,368
torvalds,2374,3772
arndb,686,11
torvalds,2374,3772
superna9999,247,154
None,24699,911
kwilczynski,25,63
valschneider,31,63
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
MaoHan001,18,63
guoren83,50,63
None,24699,63
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
olofj,357,432
olofj,357,432
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,4802
torvalds,2374,3772
torvalds,2374,3772
rostedt,78,295
changbindu,93,295
Navidem,75,295
nathanchance,125,295
mhiramat,105,295
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,10749
jhnikula,29,12
seebe,28,3
lag-linaro,31,339
torvalds,2374,3772
joergroedel,56,367
joergroedel,56,367
joergroedel,56,367
joergroedel,56,367
joergroedel,56,367
joergroedel,56,367
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
ickle,928,1279
ickle,928,1279
ickle,928,1279
torvalds,2374,3772
ickle,928,1279
torvalds,2374,3772
torvalds,2374,3772
Navidem,75,13
torvalds,2374,3772
torvalds,2374,3772
axboe,246,1195
matt-auld,36,1279
matt-auld,36,1279
torvalds,2374,3772
ColinIanKing,589,7902
torvalds,2374,3772
Navidem,75,7902
None,24699,298
None,24699,7902
None,24699,7902
None,24699,7902
torvalds,2374,3772
davem330,1159,7902
None,24699,7902
idosch,124,7902
idosch,124,7902
ColinIanKing,589,7902
ColinIanKing,589,7902
None,24699,298
None,24699,298
None,24699,298
None,24699,298
None,24699,7902
khayash1,18,7902
None,24699,7902
None,24699,7902
None,24699,7902
torvalds,2374,3772
davem330,1159,7902
torvalds,2374,3772
Navidem,75,7902
Navidem,75,7902
None,24699,7902
dsahern,188,7902
torvalds,2374,3772
None,24699,1195
lucasdemarchi,83,83
zehortigoza,85,83
cataylox,6,83
cataylox,6,83
None,24699,1195
sagigrimberg,44,78
anushasr,9,5
None,24699,10749
jsakkine-intel,29,3772
None,24699,701
None,24699,701
davem330,1159,7902
adam900710,93,767
adam900710,93,767
None,24699,1195
bvivekan,1,1
None,24699,10749
captain5050,23,23
captain5050,23,23
captain5050,23,23
None,24699,10749
None,24699,1279
bonzini,135,701
bonzini,135,701
bonzini,135,701
ickle,928,1279
davem330,1159,7902
vbuslov,121,7902
vbuslov,121,7902
vbuslov,121,7902
kcp-git,5,7902
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,911
lunn,79,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
Navidem,75,21
None,24699,7902
None,24699,7902
lowli01,19,12
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,10749
ukleinek,66,7902
None,24699,1195
oohal,23,1021
torvalds,2374,3772
torvalds,2374,3772
piastry,59,59
None,24699,10749
None,24699,1279
torvalds,2374,3772
keithbusch,15,78
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
kees,132,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
annakaras,7,1279
None,24699,1279
None,24699,1279
None,24699,1279
None,24699,1279
None,24699,1279
torvalds,2374,3772
akpm00,12,3772
mattrope,55,53
None,24699,3772
evdenis,74,3772
evdenis,74,3772
evdenis,74,3772
evdenis,74,3772
evdenis,74,3772
evdenis,74,3772
davem330,1159,7902
tpaukrt,1,3233
None,24699,3233
ColinIanKing,589,911
dhowells,252,249
anakryiko,225,911
ukleinek,66,124
ukleinek,66,124
ukleinek,66,124
SamShih33,6,124
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
axboe,246,1195
zx2c4,16,7902
lrq-max,33,7902
bijudas,134,7902
None,24699,7902
lxin,144,7902
htejun,81,1195
htejun,81,1195
htejun,81,1195
davem330,1159,7902
None,24699,10749
zx2c4,16,7902
vcgomes,8,7902
krzk,230,7902
krzk,230,7902
None,24699,7902
None,24699,1195
None,24699,1195
None,24699,10749
lowli01,19,12
airlied,298,323
evdenis,74,3772
None,24699,3772
minchank,8,3772
minchank,8,3772
minchank,8,3772
minchank,8,3772
ctmarinas,34,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
xairy,36,3772
daverodgman,5,3772
joelagnel,50,3772
elfring,63,3772
elfring,63,3772
kees,132,3772
kees,132,3772
kees,132,3772
kees,132,3772
kees,132,3772
kees,132,3772
XidianGeneral,29,3772
JoePerches,51,3772
sean-jc,218,3772
JoePerches,51,3772
JoePerches,51,3772
bjackman,2,3772
teknoraver,53,3772
JoePerches,51,3772
JoePerches,51,3772
bebarino,238,3772
valdisk,63,3772
valdisk,63,3772
kees,132,3772
cailca,94,3772
JoePerches,51,3772
walken-google,4,3772
walken-google,4,3772
walken-google,4,3772
walken-google,4,3772
valdisk,63,3772
masahir0y,495,3772
None,24699,3772
mattrope,55,70
jausmus,5,120
airlied,298,323
Lyude,87,70
Lyude,87,70
Lyude,87,70
anakryiko,225,911
anakryiko,225,911
anakryiko,225,911
None,24699,911
fomichev,151,911
jsmart-gh,201,78
Navidem,75,21
mrybczynska,2,78
None,24699,78
sagigrimberg,44,78
abucodonosor,1,78
None,24699,78
None,24699,78
superm1,5,78
mwwunder,1,78
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
zehortigoza,85,83
zehortigoza,85,83
lucasdemarchi,83,83
None,24699,83
lucasdemarchi,83,83
ickle,928,1279
None,24699,10749
bonzini,135,701
torvalds,2374,3772
tmlind,227,368
tmlind,227,368
tmlind,227,368
torvalds,2374,3772
None,24699,3233
torvalds,2374,3772
torvalds,2374,3772
qperret,13,8
valschneider,31,23
valschneider,31,23
cailca,94,21
shikemeng,1,1
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
compudj,23,23
ebiederm,36,34
ebiederm,36,34
ebiederm,36,34
ebiederm,36,34
ColinIanKing,589,120
adam900710,93,767
None,24699,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
adam900710,93,767
sean-jc,218,701
None,24699,701
None,24699,10749
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
None,24699,10749
None,24699,10749
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
None,24699,10749
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
None,24699,10749
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
olsajiri,283,280
None,24699,10749
tzstoyanov,4,4
tzstoyanov,4,4
tzstoyanov,4,4
tzstoyanov,4,4
None,24699,10749
rostedt,78,295
kimphillamd,12,12
kimphillamd,12,12
kimphillamd,12,12
kimphillamd,12,12
None,24699,7902
None,24699,7902
None,24699,7902
ColinIanKing,589,7902
None,24699,7902
davem330,1159,7902
mlankhorst,48,84
mlankhorst,48,84
mlankhorst,48,84
mlankhorst,48,84
mlankhorst,48,84
srikard,6,295
None,24699,412
masahir0y,495,412
None,24699,701
None,24699,10749
None,24699,346
elfring,63,13
ryderlee1110,35,124
SamShih33,6,124
SamShih33,6,124
SamShih33,6,124
SamShih33,6,124
None,24699,10749
tititiou36,85,13
None,24699,10749
linusw,372,856
linusw,372,856
linusw,372,856
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
jsakkine-intel,29,86
evdenis,74,86
robertosassu,9,86
pevik,8,86
jsakkine-intel,29,86
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
cailca,94,3772
vwool,13,3772
teawater,2,3772
teawater,2,3772
None,24699,3772
None,24699,3772
ikhorn,35,3772
None,24699,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
AlexGhiti,22,3772
liu-song-6,52,3772
liu-song-6,52,3772
liu-song-6,52,3772
liu-song-6,52,3772
liu-song-6,52,3772
None,24699,3772
liupingfan,5,3772
None,24699,3772
tehcaster,18,3772
tehcaster,18,3772
None,24699,3772
None,24699,3772
cailca,94,3772
None,24699,3772
up2wing,17,3772
None,24699,3772
None,24699,3772
theyoyojo,3,3772
None,24699,3772
Twistack,5,3772
laoar,19,3772
vwool,13,3772
cailca,94,3772
None,24699,3772
austindhkim,11,3772
Twistack,5,3772
urezki,12,3772
deece,18,3772
deece,18,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
davidhildenbrand,69,3772
minchank,8,3772
None,24699,3772
johnhubbard,17,3772
johnhubbard,17,3772
akpm00,12,3772
hnaz,30,3772
rgushchin,43,3772
cdown,12,3772
None,24699,3772
koct9i,36,3772
koct9i,36,3772
tehcaster,18,3772
tehcaster,18,3772
tehcaster,18,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
None,24699,3772
tititiou36,85,3772
None,24699,3772
truhuan,1,3772
cailca,94,3772
cailca,94,3772
ctmarinas,34,3772
ctmarinas,34,3772
ctmarinas,34,3772
drinkcat,14,3772
cailca,94,3772
None,24699,3772
vwool,13,3772
arndb,686,3772
vwool,13,3772
OGAWAHirofumi,1,3772
None,24699,1021
None,24699,1021
None,24699,1021
None,24699,10749
trondmy,88,88
torvalds,2374,3772
ickle,928,1279
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
aegl,20,3772
None,24699,10749
None,24699,10749
aknautiyal,1,120
None,24699,154
None,24699,154
None,24699,154
nathanchance,125,154
None,24699,154
None,24699,154
None,24699,154
None,24699,154
austindhkim,11,534
ickle,928,1279
tmlind,227,368
None,24699,534
shemminger,10,7902
ukleinek,66,7902
None,24699,10749
LorenzoBianconi,272,16
fdmanana,81,767
davem330,1159,7902
Armondile,5,7902
Armondile,5,7902
Armondile,5,7902
Armondile,5,7902
Armondile,5,7902
None,24699,7902
None,24699,701
None,24699,701
None,24699,701
None,24699,10749
zhengbin13,109,40
htejun,81,79
arndb,686,539
khazhyk,3,2
khazhyk,3,2
vaverin,7,3
None,24699,1195
fdmanana,81,767
StanFox1984,4,411
dennisszhou,31,767
fdmanana,81,767
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
None,24699,701
taoxu916,4,701
None,24699,10749
taoxu916,4,701
taoxu916,4,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
jlaako,5,837
sean-jc,218,701
sean-jc,218,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
sean-jc,218,701
xzpeter,20,701
xzpeter,20,701
xzpeter,20,701
xzpeter,20,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
None,24699,1021
None,24699,1021
None,24699,1021
None,24699,1021
None,24699,1021
filipposironi,2,367
CosmicSpaceGoose,13,11
None,24699,10749
BodongWang,46,46
alaahl,3,3
alexvesker,23,22
alexvesker,23,22
None,24699,10749
None,24699,367
None,24699,367
None,24699,367
None,24699,367
ickle,928,1279
kraxel,142,200
None,24699,10749
None,24699,10749
zhengbin13,109,40
zhengbin13,109,40
None,24699,10749
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
None,24699,1435
longlimsft,17,1435
austindhkim,11,1435
None,24699,1435
mdroth,1,1021
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
loberman,2,1435
zhang-rui,36,83
idlethread,85,83
idlethread,85,83
idosch,124,83
None,24699,83
None,24699,83
WillLester,132,83
RishiGupta12,8,83
KelseySkunberg,27,83
spandruvada,48,83
steffen-maier,14,1435
steffen-maier,14,1435
None,24699,10749
None,24699,10749
None,24699,10749
torvalds,2374,3772
medude,33,3233
None,24699,36
rsanjaym,7,36
rsanjaym,7,36
ColinIanKing,589,36
alfonder,1,36
None,24699,3233
rsanjaym,7,36
AxelLin,224,3233
None,24699,3233
None,24699,3233
None,24699,3233
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
None,24699,78
jtpittman195,7,78
trondmy,88,88
djwong,180,534
asurti9,7,534
None,24699,534
ickle,928,1279
ickle,928,1279
ickle,928,1279
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
tmlind,227,368
aford173,36,368
torvalds,2374,3772
tiwai,356,837
nivedita76,7,7
tmlind,227,368
zehortigoza,85,83
None,24699,83
cataylox,6,83
zehortigoza,85,83
cataylox,6,83
goldelico,33,368
tmlind,227,368
tmlind,227,368
mwilck,15,1195
axboe,246,1195
torvalds,2374,3772
None,24699,10749
mripard,287,393
mripard,287,393
ickle,928,1279
ickle,928,1279
ickle,928,1279
ickle,928,1279
roxell,53,11
roxell,53,11
ggdavisiv,9,5
standby24x7,20,9
ggdavisiv,9,5
tych0,12,11
None,24699,10749
None,24699,10749
atseanpaul,88,145
None,24699,1195
Navidem,75,21
None,24699,10749
WillLester,132,21
ColinIanKing,589,120
kengiter,88,15
None,24699,10749
jnikula,235,346
jnikula,235,346
jnikula,235,346
jnikula,235,346
jnikula,235,346
jnikula,235,346
kv2019i,41,346
lowli01,19,12
lowli01,19,12
None,24699,10749
None,24699,346
None,24699,346
None,24699,346
None,24699,346
None,24699,346
None,24699,346
None,24699,346
jnikula,235,346
None,24699,346
None,24699,346
None,24699,346
None,24699,346
None,24699,10749
nishadkamdar,49,276
nishadkamdar,49,276
None,24699,276
None,24699,276
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
axboe,246,1195
yuq,10,1279
None,24699,10749
tititiou36,85,276
arndb,686,276
None,24699,276
congwang,48,276
congwang,48,276
arndb,686,276
andersson,110,276
pmamonov,1,276
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
bmork,9,276
bmork,9,276
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
andreamerello,11,672
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
commodo,95,672
herbertx,64,434
None,24699,10749
None,24699,1279
None,24699,10749
None,24699,10749
None,24699,10749
geertu,38,52
None,24699,10749
None,24699,10749
None,24699,276
None,24699,276
commodo,95,276
SamShih33,6,124
thierryreding,10,124
thierryreding,10,124
kamel-bouhara,8,124
None,24699,124
ukleinek,66,124
dsahern,188,276
dsahern,188,276
dsahern,188,276
commodo,95,276
dcaratti,37,276
ukleinek,66,124
ukleinek,66,124
ukleinek,66,124
ukleinek,66,124
ukleinek,66,124
ukleinek,66,124
lategoodbye,68,124
lategoodbye,68,124
lategoodbye,68,124
shimoday,67,124
wangbaolin719,73,124
wangbaolin719,73,124
Fabo,24,124
Fabo,24,124
bebarino,238,124
ukleinek,66,124
ukleinek,66,124
torvalds,2374,3772
torvalds,2374,3772
chleroy,258,1021
chleroy,258,1021
iamjpn,6,1021
apopple,1,1021
None,24699,1021
None,24699,1021
None,24699,124
Anson-Huang,263,124
torvalds,2374,3772
paulburton,126,400
paulburton,126,400
htejun,81,79
htejun,81,79
trondmy,88,88
trondmy,88,88
trondmy,88,88
trondmy,88,88
trondmy,88,88
trondmy,88,88
trondmy,88,88
trondmy,88,88
None,24699,434
None,24699,434
None,24699,434
None,24699,434
trondmy,88,88
None,24699,10749
None,24699,10749
None,24699,10749
chucklever,151,150
trondmy,88,88
None,24699,10749
None,24699,10749
roybenshlomo,1,1
None,24699,145
None,24699,10749
torvalds,2374,3772
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
vsyrjala,405,411
torvalds,2374,3772
vsyrjala,405,411
vsyrjala,405,411
mhiramat,105,48
torvalds,2374,3772
mhiramat,105,48
torvalds,2374,3772
olsajiri,283,280
anushasr,9,5
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
torvalds,2374,3772
neilbrown,17,4
neilbrown,17,4
None,24699,10749
torvalds,2374,3772
vsyrjala,405,411
None,24699,411
None,24699,411
None,24699,139
lbmeng,4,139
lbmeng,4,139
torvalds,2374,3772
atishp04,26,139
avpatel,26,139
wxjstz,1,139
None,24699,360
skrishankar,1,360
fourdollars,1,837
anjutsudhakar,11,3
anjutsudhakar,11,3
anjutsudhakar,11,3
ColinIanKing,589,120
srikard,6,2
srikard,6,2
None,24699,10749
None,24699,10749
arndb,686,1079
vivier,5,1079
yeyunfeng-dev,20,1079
yeyunfeng-dev,20,1079
yeyunfeng-dev,20,1079
None,24699,1079
